;BELISARIO;CENTRO;COTOCOLLAO;LOS CHILLOS;TUMBACO
14/04/2025 20:00;2,31;0,00;3,45;1,85;1,82
14/04/2025 21:00;2,21;0,00;5,06;2,18;2,04
14/04/2025 22:00;3,28;0,00;6,20;2,99;2,62
14/04/2025 23:00;2,69;0,00;5,53;6,64;2,05
15/04/2025 00:00;2,74;0,00;5,51;3,21;2,06
15/04/2025 01:00;0,00;0,00;0,00;3,42;2,96
15/04/2025 02:00;0,00;0,00;0,00;2,73;0,00
15/04/2025 03:00;0,00;0,00;0,00;4,14;0,00
15/04/2025 04:00;2,01;0,00;5,79;5,64;3,35
15/04/2025 05:00;2,13;0,00;5,68;6,80;3,13
15/04/2025 06:00;3,14;0,00;5,40;11,46;4,41
15/04/2025 07:00;5,81;0,00;6,31;11,71;4,87
15/04/2025 08:00;4,34;0,00;7,37;10,92;4,93
15/04/2025 09:00;2,20;0,00;3,29;12,11;3,91
15/04/2025 10:00;2,10;0,00;3,82;7,07;2,84
15/04/2025 11:00;2,24;0,00;3,17;1,89;3,38
15/04/2025 12:00;1,75;0,00;2,46;1,10;2,50
15/04/2025 13:00;1,78;0,00;2,19;2,27;2,15
15/04/2025 14:00;1,99;0,00;2,77;1,33;2,49
15/04/2025 15:00;2,03;0,00;1,78;1,21;2,88
15/04/2025 16:00;1,70;0,00;2,24;1,85;2,24
15/04/2025 17:00;2,10;0,00;2,46;2,01;2,00
15/04/2025 18:00;2,37;0,00;2,65;3,00;2,07
15/04/2025 19:00;2,12;0,00;3,15;3,30;2,57
15/04/2025 20:00;2,93;0,00;3,78;4,40;2,80
15/04/2025 21:00;2,79;0,00;3,56;4,54;3,21
15/04/2025 22:00;1,69;0,00;3,58;4,28;2,68
15/04/2025 23:00;1,42;0,00;2,67;3,76;2,78
16/04/2025 00:00;2,11;0,00;2,74;3,67;2,59
16/04/2025 01:00;2,01;0,00;2,64;0,00;2,54
16/04/2025 02:00;1,45;0,00;2,47;0,00;2,32
16/04/2025 03:00;1,72;0,00;2,42;0,00;2,27
16/04/2025 04:00;1,53;0,00;2,48;1,82;3,00
16/04/2025 05:00;1,74;0,00;3,34;2,14;3,39
16/04/2025 06:00;3,08;0,00;7,06;5,47;3,51
16/04/2025 07:00;5,03;0,00;5,33;25,58;3,58
16/04/2025 08:00;3,27;0,00;4,30;21,93;3,45
16/04/2025 09:00;5,06;0,00;4,79;6,40;3,34
16/04/2025 10:00;2,87;0,00;4,35;3,04;2,76
16/04/2025 11:00;2,98;0,00;2,77;1,93;3,14
16/04/2025 12:00;2,68;0,00;3,87;1,27;2,86
16/04/2025 13:00;1,82;0,00;3,60;1,17;2,35
16/04/2025 14:00;2,17;2,01;2,40;2,35;2,15
16/04/2025 15:00;2,52;0,00;2,62;2,73;1,93
16/04/2025 16:00;2,66;0,00;2,34;2,87;1,77
16/04/2025 17:00;2,74;0,00;2,38;2,70;1,24
16/04/2025 18:00;2,56;0,00;2,20;2,29;1,30
16/04/2025 19:00;2,64;0,00;2,14;1,96;1,47
16/04/2025 20:00;2,36;0,00;1,83;1,63;1,31
16/04/2025 21:00;2,95;0,00;2,36;1,47;1,77
16/04/2025 22:00;2,45;0,00;2,16;1,29;1,50
16/04/2025 23:00;2,65;0,00;2,59;1,24;1,73
17/04/2025 00:00;2,47;0,00;2,80;1,28;1,66
17/04/2025 01:00;0,00;0,00;0,00;1,27;1,87
17/04/2025 02:00;0,00;0,00;0,00;3,14;0,00
17/04/2025 03:00;0,00;0,00;0,00;2,53;0,00
17/04/2025 04:00;1,65;0,00;2,06;2,32;1,46
17/04/2025 05:00;1,84;0,00;2,39;2,96;1,63
17/04/2025 06:00;2,59;0,00;4,04;6,38;1,73
17/04/2025 07:00;3,30;0,00;4,22;9,40;2,32
17/04/2025 08:00;3,94;0,00;5,52;5,07;2,26
17/04/2025 09:00;3,65;0,00;5,55;3,31;2,06
17/04/2025 10:00;4,03;0,00;4,81;2,27;2,14
17/04/2025 11:00;2,79;0,00;4,04;2,44;2,26
17/04/2025 12:00;2,48;0,00;3,17;2,35;3,09
17/04/2025 13:00;1,97;0,00;2,46;2,01;2,25
17/04/2025 14:00;1,44;0,00;2,31;1,65;2,26
17/04/2025 15:00;1,89;0,00;2,07;1,41;2,42
17/04/2025 16:00;1,86;0,00;2,26;2,20;2,06
17/04/2025 17:00;2,08;0,00;2,25;1,74;1,84
17/04/2025 18:00;1,72;0,00;2,31;1,76;1,85
17/04/2025 19:00;1,83;0,00;2,54;2,00;1,79
17/04/2025 20:00;1,84;0,00;2,36;2,10;1,57
17/04/2025 21:00;1,47;3,60;2,68;1,62;1,83
17/04/2025 22:00;1,77;3,62;3,62;1,68;1,62
17/04/2025 23:00;2,03;3,78;3,46;1,83;1,38
18/04/2025 00:00;2,54;4,60;2,12;2,11;1,57
18/04/2025 01:00;1,97;0,00;2,76;0,00;1,57
18/04/2025 02:00;2,05;0,00;2,40;0,00;1,56
18/04/2025 03:00;1,35;0,00;2,16;0,00;1,57
18/04/2025 04:00;1,51;3,42;1,69;2,42;1,55
18/04/2025 05:00;1,60;3,82;2,35;3,74;1,87
18/04/2025 06:00;1,85;7,23;2,79;2,45;1,93
18/04/2025 07:00;2,45;8,36;3,07;3,12;2,34
18/04/2025 08:00;1,84;3,99;2,01;10,55;2,49
18/04/2025 09:00;1,97;1,98;1,66;6,99;2,40
18/04/2025 10:00;1,56;1,27;1,60;0,97;2,75
18/04/2025 11:00;1,22;0,68;1,84;0,77;2,39
18/04/2025 12:00;1,22;0,91;1,61;0,65;2,42
18/04/2025 13:00;1,15;1,02;1,34;0,90;2,50
18/04/2025 14:00;1,60;1,10;1,22;0,90;2,50
18/04/2025 15:00;1,35;1,17;1,21;1,12;1,91
18/04/2025 16:00;1,47;1,07;1,18;1,33;2,12
18/04/2025 17:00;1,26;1,36;1,68;1,06;2,25
18/04/2025 18:00;1,68;1,77;1,76;1,17;3,23
18/04/2025 19:00;1,90;2,88;1,96;1,63;3,50
18/04/2025 20:00;3,55;1,59;1,95;4,08;2,55
18/04/2025 21:00;2,09;1,47;2,45;2,25;2,82
18/04/2025 22:00;2,14;1,21;2,50;4,59;2,79
18/04/2025 23:00;2,22;1,13;1,91;5,84;2,52
19/04/2025 00:00;1,84;1,48;2,10;2,53;2,50
19/04/2025 01:00;0,00;1,05;0,00;8,72;2,35
19/04/2025 02:00;0,00;1,33;0,00;8,93;0,00
19/04/2025 03:00;0,00;1,85;0,00;7,34;0,00
19/04/2025 04:00;1,43;2,34;3,15;6,89;2,06
19/04/2025 05:00;1,52;3,18;2,22;4,35;2,31
19/04/2025 06:00;2,33;4,63;3,19;6,15;3,07
19/04/2025 07:00;3,58;5,67;5,14;13,37;4,78
19/04/2025 08:00;2,16;3,04;4,34;9,99;5,70
19/04/2025 09:00;1,41;0,75;4,20;6,27;5,37
19/04/2025 10:00;2,10;-0,55;3,41;2,61;4,20
19/04/2025 11:00;1,84;-0,47;2,41;1,62;3,68
19/04/2025 12:00;2,01;0,00;2,47;0,91;2,94
19/04/2025 13:00;1,66;-0,23;2,28;1,24;2,97
19/04/2025 14:00;1,66;0,10;2,63;1,09;2,55
19/04/2025 15:00;1,35;0,74;2,50;1,32;1,85
19/04/2025 16:00;1,62;0,78;2,16;1,27;1,66
19/04/2025 17:00;1,62;0,55;1,92;1,59;1,37
19/04/2025 18:00;1,78;0,55;2,07;1,86;1,50
19/04/2025 19:00;1,21;1,01;2,10;2,11;1,79
19/04/2025 20:00;1,49;0,29;1,79;1,46;1,61
19/04/2025 21:00;1,39;-0,59;2,13;0,99;1,88
19/04/2025 22:00;1,40;-0,48;2,00;1,33;1,26
19/04/2025 23:00;1,76;-0,77;1,92;1,17;1,62
20/04/2025 00:00;1,76;-0,97;2,08;1,85;1,49
20/04/2025 01:00;1,57;0,00;1,96;0,00;1,54
20/04/2025 02:00;1,32;0,00;2,03;0,00;1,55
20/04/2025 03:00;1,76;0,00;1,71;0,00;1,78
20/04/2025 04:00;1,51;-0,74;1,75;1,08;1,34
20/04/2025 05:00;1,28;-0,30;1,84;0,56;1,47
20/04/2025 06:00;1,45;0,49;1,98;0,84;1,60
20/04/2025 07:00;1,76;0,93;2,04;0,72;1,55
20/04/2025 08:00;2,10;0,11;2,52;4,72;1,64
20/04/2025 09:00;1,50;-1,04;2,27;3,02;1,78
20/04/2025 10:00;1,63;-0,64;2,44;0,90;2,76
20/04/2025 11:00;1,60;-0,86;2,16;0,88;2,33
20/04/2025 12:00;1,34;-0,98;2,17;0,81;2,03
20/04/2025 13:00;1,42;-0,21;1,75;0,97;2,21
20/04/2025 14:00;1,46;0,15;2,19;1,19;1,90
20/04/2025 15:00;1,85;0,18;2,10;1,91;1,48
20/04/2025 16:00;1,49;0,69;2,07;1,14;1,66
20/04/2025 17:00;1,44;1,22;2,13;1,21;1,66
20/04/2025 18:00;1,65;0,97;2,18;1,17;1,75
20/04/2025 19:00;1,50;0,91;2,24;1,18;1,56
20/04/2025 20:00;1,40;0,00;2,12;1,16;1,73
20/04/2025 21:00;1,57;-0,52;2,12;1,09;1,78
20/04/2025 22:00;1,44;-0,87;1,70;0,95;1,87
20/04/2025 23:00;1,34;-0,76;1,72;0,73;1,67
21/04/2025 00:00;1,29;-0,82;1,59;0,67;1,58
21/04/2025 01:00;0,00;-0,69;0,00;1,98;1,65
21/04/2025 02:00;0,00;-0,34;0,00;3,18;0,00
21/04/2025 03:00;0,00;0,01;0,00;4,99;0,00
21/04/2025 04:00;3,01;-0,18;1,66;3,38;2,09
21/04/2025 05:00;1,79;0,81;1,70;2,92;1,97
21/04/2025 06:00;1,94;3,69;1,71;6,08;2,06
21/04/2025 07:00;3,73;4,77;2,72;19,06;2,75
21/04/2025 08:00;4,33;1,99;3,50;14,69;1,99
21/04/2025 09:00;4,59;1,18;4,16;4,88;2,18
21/04/2025 10:00;2,86;0,00;3,65;3,38;2,54
21/04/2025 11:00;1,85;0,00;2,76;1,80;2,57
21/04/2025 12:00;2,01;0,00;1,91;1,52;2,22
21/04/2025 13:00;1,85;0,00;1,94;1,43;1,93
21/04/2025 14:00;1,96;8,89;1,74;1,58;2,13
21/04/2025 15:00;2,09;9,73;1,90;1,98;2,47
21/04/2025 16:00;1,97;0,00;1,85;2,30;2,43
21/04/2025 17:00;1,95;0,00;2,14;1,98;2,28
21/04/2025 18:00;1,76;3,90;1,96;1,59;2,11
21/04/2025 19:00;1,83;3,08;2,00;1,81;1,99
21/04/2025 20:00;1,97;2,93;1,89;1,62;2,08
21/04/2025 21:00;1,70;2,56;1,84;1,36;2,02
21/04/2025 22:00;1,88;1,91;1,68;1,18;1,49
21/04/2025 23:00;1,51;1,67;1,42;1,32;1,75
22/04/2025 00:00;1,34;1,49;1,54;1,22;1,58
22/04/2025 01:00;1,25;0,00;1,75;0,00;1,73
22/04/2025 02:00;1,19;0,00;1,52;0,00;1,75
22/04/2025 03:00;1,45;0,00;1,47;0,00;1,87
22/04/2025 04:00;1,77;2,74;1,46;2,48;2,24
22/04/2025 05:00;2,06;2,90;1,52;1,85;2,22
22/04/2025 06:00;2,59;3,63;3,55;4,78;3,03
22/04/2025 07:00;3,09;5,52;3,14;5,93;3,13
22/04/2025 08:00;3,55;5,24;3,71;5,99;3,04
22/04/2025 09:00;3,42;3,96;3,91;6,42;2,43
22/04/2025 10:00;3,39;3,72;2,65;3,53;2,21
22/04/2025 11:00;2,39;2,79;2,12;8,06;2,84
22/04/2025 12:00;1,63;2,35;2,03;9,34;2,23
22/04/2025 13:00;1,76;2,53;1,96;3,63;1,86
22/04/2025 14:00;2,12;2,79;1,98;2,16;1,99
22/04/2025 15:00;1,88;3,16;1,76;2,20;1,64
22/04/2025 16:00;2,02;3,19;1,67;2,81;1,72
22/04/2025 17:00;2,09;3,14;2,02;7,23;1,64
22/04/2025 18:00;2,01;2,76;1,78;5,27;1,71
22/04/2025 19:00;1,95;2,75;1,89;4,39;1,69
22/04/2025 20:00;1,95;2,52;1,92;2,71;1,51
22/04/2025 21:00;1,62;1,74;1,74;1,71;1,58
22/04/2025 22:00;1,59;2,07;1,71;1,23;1,65
22/04/2025 23:00;1,46;2,01;1,78;1,16;1,60
23/04/2025 00:00;1,18;1,67;1,67;1,11;1,64
23/04/2025 01:00;0,00;2,06;0,00;1,02;1,92
23/04/2025 02:00;0,00;2,34;0,00;1,15;0,00
23/04/2025 03:00;0,00;2,21;0,00;1,60;0,00
23/04/2025 04:00;1,40;2,11;1,52;1,29;1,87
23/04/2025 05:00;1,37;2,22;1,55;2,19;1,69
23/04/2025 06:00;1,90;5,64;2,27;2,51;2,14
23/04/2025 07:00;2,72;4,77;2,42;10,90;2,39
23/04/2025 08:00;2,06;3,63;2,41;8,21;2,93
23/04/2025 09:00;2,54;2,61;2,29;2,89;2,07
23/04/2025 10:00;2,91;2,07;2,38;1,51;2,08
23/04/2025 11:00;2,04;1,93;1,76;7,75;2,36
23/04/2025 12:00;1,88;2,17;1,83;19,86;2,52
23/04/2025 13:00;1,79;2,36;1,72;16,97;1,98
23/04/2025 14:00;1,55;2,89;1,59;5,20;1,78
23/04/2025 15:00;1,97;3,11;1,69;2,28;1,86
23/04/2025 16:00;2,33;2,73;1,90;2,15;1,78
23/04/2025 17:00;2,97;3,36;2,09;2,59;1,78
23/04/2025 18:00;2,73;3,53;2,14;3,73;1,86
23/04/2025 19:00;9,56;4,51;2,21;2,74;1,88
23/04/2025 20:00;7,96;6,68;2,58;1,86;2,04
23/04/2025 21:00;5,64;7,07;2,35;14,02;1,78
23/04/2025 22:00;3,95;5,95;2,34;5,16;1,80
23/04/2025 23:00;3,12;3,71;1,97;7,63;1,66
24/04/2025 00:00;3,35;6,06;2,05;5,87;1,53
24/04/2025 01:00;5,01;0,00;1,89;0,00;1,94
24/04/2025 02:00;4,51;0,00;1,85;0,00;1,88
24/04/2025 03:00;2,06;0,00;1,77;0,00;1,59
24/04/2025 04:00;1,44;2,13;1,77;1,92;1,63
24/04/2025 05:00;1,30;2,17;1,82;1,45;1,64
24/04/2025 06:00;1,70;2,33;2,25;1,45;1,88
24/04/2025 07:00;2,41;3,78;3,36;5,92;1,77
24/04/2025 08:00;2,87;4,00;3,50;6,51;1,69
24/04/2025 09:00;4,05;2,98;3,74;4,04;1,50
24/04/2025 10:00;6,02;2,53;3,15;2,91;1,80
24/04/2025 11:00;6,90;4,98;2,51;2,09;2,09
24/04/2025 12:00;2,40;5,31;2,30;11,18;1,85
24/04/2025 13:00;2,38;3,78;2,39;3,10;2,09
24/04/2025 14:00;1,92;4,63;2,16;2,19;1,65
24/04/2025 15:00;2,77;5,38;2,35;19,22;2,09
24/04/2025 16:00;2,81;3,53;2,41;12,24;2,11
24/04/2025 17:00;4,58;3,50;3,00;3,84;1,89
24/04/2025 18:00;3,55;4,26;3,75;3,10;2,05
24/04/2025 19:00;2,62;5,08;3,80;3,61;2,48
24/04/2025 20:00;2,64;7,02;2,80;3,74;2,56
24/04/2025 21:00;3,53;6,22;2,62;3,36;1,87
24/04/2025 22:00;3,06;4,88;2,47;3,11;1,93
24/04/2025 23:00;3,73;5,49;3,18;5,20;2,28
25/04/2025 00:00;3,33;6,23;3,23;4,22;2,37
25/04/2025 01:00;0,00;4,58;0,00;3,89;4,29
25/04/2025 02:00;0,00;4,91;0,00;3,76;0,00
25/04/2025 03:00;0,00;4,45;0,00;4,12;0,00
25/04/2025 04:00;2,96;4,31;2,46;3,54;3,10
25/04/2025 05:00;2,38;4,28;2,33;3,26;3,63
25/04/2025 06:00;2,30;4,57;2,70;5,13;3,70
25/04/2025 07:00;3,66;5,79;3,57;4,48;3,51
25/04/2025 08:00;3,68;6,12;3,23;4,28;3,33
25/04/2025 09:00;3,22;3,90;2,81;2,82;4,23
25/04/2025 10:00;3,27;3,21;3,44;2,79;3,61
25/04/2025 11:00;2,51;2,96;2,99;1,59;3,09
25/04/2025 12:00;2,52;3,23;2,89;1,54;2,59
25/04/2025 13:00;2,75;3,47;2,83;1,37;3,64
25/04/2025 14:00;2,23;3,57;2,20;2,15;3,12
25/04/2025 15:00;1,84;3,60;2,21;1,91;2,20
25/04/2025 16:00;2,25;3,86;2,09;1,93;2,34
25/04/2025 17:00;2,76;3,76;2,40;1,66;1,87
25/04/2025 18:00;2,70;3,45;2,61;1,41;2,29
25/04/2025 19:00;2,44;8,17;2,10;1,85;2,50
25/04/2025 20:00;2,04;8,38;2,82;2,41;2,16
25/04/2025 21:00;2,27;6,78;2,39;1,79;2,29
25/04/2025 22:00;2,16;3,54;2,26;2,06;1,88
25/04/2025 23:00;2,22;4,28;2,46;2,67;2,02
26/04/2025 00:00;1,67;4,17;2,47;2,71;2,15
26/04/2025 01:00;1,38;0,00;2,32;0,00;1,77
26/04/2025 02:00;1,22;0,00;2,27;0,00;1,77
26/04/2025 03:00;1,72;0,00;2,15;0,00;1,67
26/04/2025 04:00;1,53;4,74;1,98;2,79;1,70
26/04/2025 05:00;1,20;4,73;2,18;4,44;1,82
26/04/2025 06:00;1,74;6,09;2,56;5,64;2,27
26/04/2025 07:00;1,89;6,03;2,99;9,08;3,99
26/04/2025 08:00;2,54;5,53;3,21;8,54;8,28
26/04/2025 09:00;2,80;4,66;2,84;6,02;6,47
26/04/2025 10:00;4,87;3,86;3,18;6,07;3,41
26/04/2025 11:00;2,38;4,62;2,40;2,82;2,35
26/04/2025 12:00;1,92;3,82;2,52;1,96;2,98
26/04/2025 13:00;1,94;4,01;2,49;1,48;1,98
26/04/2025 14:00;2,09;4,42;2,42;2,34;1,73
26/04/2025 15:00;1,76;4,37;2,25;2,21;1,73
26/04/2025 16:00;2,41;4,63;2,35;2,53;1,94
26/04/2025 17:00;1,74;4,50;2,04;2,83;1,66
26/04/2025 18:00;1,77;4,28;2,30;1,89;1,93
26/04/2025 19:00;1,87;3,50;2,57;3,81;1,97
26/04/2025 20:00;1,65;3,98;2,42;2,66;1,82
26/04/2025 21:00;1,86;3,66;2,39;2,08;1,96
26/04/2025 22:00;1,52;3,02;2,51;1,77;1,75
26/04/2025 23:00;1,60;3,18;2,31;1,36;2,10
27/04/2025 00:00;1,55;4,11;2,22;1,47;2,52
27/04/2025 01:00;0,00;4,95;0,00;2,58;2,94
27/04/2025 02:00;0,00;3,78;0,00;3,87;0,00
27/04/2025 03:00;0,00;3,24;0,00;1,61;0,00
27/04/2025 04:00;1,02;3,35;1,99;1,11;2,28
27/04/2025 05:00;1,28;3,01;2,17;1,05;1,94
27/04/2025 06:00;1,37;3,67;2,30;1,55;2,40
27/04/2025 07:00;2,11;3,87;2,77;9,73;2,35
27/04/2025 08:00;2,38;4,55;3,00;14,92;2,48
27/04/2025 09:00;1,98;3,42;2,30;6,22;2,30
27/04/2025 10:00;1,83;2,45;2,36;1,63;2,90
27/04/2025 11:00;1,90;2,96;2,37;1,50;2,40
27/04/2025 12:00;1,99;3,25;2,33;1,25;2,60
27/04/2025 13:00;1,46;3,38;2,00;1,37;1,88
27/04/2025 14:00;1,35;3,75;2,24;1,28;1,97
27/04/2025 15:00;1,78;4,10;2,18;0,93;1,73
27/04/2025 16:00;1,60;3,96;1,97;1,32;1,74
27/04/2025 17:00;1,67;4,17;2,29;1,27;1,89
27/04/2025 18:00;1,73;3,71;2,19;1,03;1,76
27/04/2025 19:00;1,64;3,12;2,19;0,85;1,87
27/04/2025 20:00;1,51;3,12;2,07;0,68;1,52
27/04/2025 21:00;1,53;2,57;2,07;0,61;1,58
27/04/2025 22:00;1,52;2,79;2,01;0,50;1,79
27/04/2025 23:00;1,33;2,61;2,03;0,76;1,71
28/04/2025 00:00;1,31;2,57;1,91;1,06;1,91
28/04/2025 01:00;1,29;0,00;1,93;0,00;1,45
28/04/2025 02:00;1,23;0,00;1,98;0,00;1,86
28/04/2025 03:00;1,27;0,00;1,78;0,00;1,74
28/04/2025 04:00;1,26;3,01;1,88;1,09;1,65
28/04/2025 05:00;1,39;3,31;1,80;0,87;2,14
28/04/2025 06:00;1,51;3,49;2,62;1,13;1,63
28/04/2025 07:00;2,09;4,23;2,74;3,78;1,81
28/04/2025 08:00;2,26;3,69;2,76;5,23;1,73
28/04/2025 09:00;2,39;3,73;2,58;1,74;1,93
28/04/2025 10:00;2,58;4,59;3,36;1,27;1,46
28/04/2025 11:00;3,19;5,08;2,85;1,29;1,71
28/04/2025 12:00;2,71;4,52;2,70;9,20;0,00
28/04/2025 13:00;2,78;5,96;2,37;18,70;0,00
28/04/2025 14:00;2,15;6,10;2,81;16,50;0,69
28/04/2025 15:00;2,40;5,83;3,12;68,75;1,08
28/04/2025 16:00;3,08;6,30;2,58;14,23;0,62
28/04/2025 17:00;3,80;6,68;2,57;4,44;0,76
28/04/2025 18:00;4,41;7,72;2,90;7,07;1,01
28/04/2025 19:00;3,79;7,38;2,30;12,49;1,61
28/04/2025 20:00;3,43;5,49;2,30;11,10;1,03
28/04/2025 21:00;3,71;6,78;2,53;8,52;0,97
28/04/2025 22:00;2,64;8,96;2,67;4,28;1,46
28/04/2025 23:00;2,41;8,20;2,51;4,54;0,64
29/04/2025 00:00;3,09;9,40;2,17;5,50;0,64
29/04/2025 01:00;0,00;9,26;0,00;27,45;1,27
29/04/2025 02:00;0,00;8,40;0,00;12,14;0,00
29/04/2025 03:00;0,00;8,97;0,00;10,57;2,93
29/04/2025 04:00;1,93;8,84;2,37;12,30;2,55
29/04/2025 05:00;2,48;9,84;2,49;9,17;4,39
29/04/2025 06:00;3,37;11,99;4,41;9,36;4,23
29/04/2025 07:00;5,17;12,79;5,89;13,40;4,96
29/04/2025 08:00;4,86;10,05;3,73;25,35;5,61
29/04/2025 09:00;5,14;7,29;6,24;11,65;5,40
29/04/2025 10:00;5,32;7,22;6,53;7,33;3,57
29/04/2025 11:00;4,58;7,67;4,89;4,79;2,83
29/04/2025 12:00;3,84;6,54;4,30;4,00;1,66
29/04/2025 13:00;3,64;6,24;2,94;5,22;1,55
29/04/2025 14:00;2,53;6,21;2,11;3,22;0,68
29/04/2025 15:00;2,21;6,08;2,33;3,09;0,71
29/04/2025 16:00;2,27;3,38;2,48;2,35;0,50
29/04/2025 17:00;2,09;1,56;2,13;1,42;0,66
29/04/2025 18:00;2,52;2,55;2,81;1,36;0,45
29/04/2025 19:00;2,06;2,39;2,28;1,38;0,18
29/04/2025 20:00;2,09;0,49;2,36;0,97;0,34
29/04/2025 21:00;1,98;0,68;2,08;0,98;0,49
29/04/2025 22:00;1,66;0,17;2,36;1,24;0,47
29/04/2025 23:00;1,70;0,18;1,84;1,59;0,36
30/04/2025 00:00;2,03;0,67;2,03;1,40;0,61
30/04/2025 01:00;2,13;0,00;1,96;0,00;0,37
30/04/2025 02:00;1,86;0,00;2,14;0,00;0,29
30/04/2025 03:00;1,73;0,00;2,13;0,00;0,32
30/04/2025 04:00;1,59;-0,06;1,75;1,40;0,29
30/04/2025 05:00;1,78;0,42;2,03;2,20;0,23
30/04/2025 06:00;1,99;1,26;1,99;2,75;0,83
30/04/2025 07:00;2,40;3,68;2,02;6,64;1,45
30/04/2025 08:00;2,58;2,13;2,90;4,15;1,41
30/04/2025 09:00;2,39;2,15;3,69;3,29;0,90
30/04/2025 10:00;2,23;1,05;4,19;1,90;0,47
30/04/2025 11:00;3,10;1,28;3,33;1,45;1,07
30/04/2025 12:00;3,07;1,64;3,19;1,92;1,16
30/04/2025 13:00;2,14;1,34;2,51;2,17;0,87
30/04/2025 14:00;1,53;0,90;2,05;2,31;0,74
30/04/2025 15:00;1,90;0,40;2,03;2,42;0,13
30/04/2025 16:00;2,28;1,17;1,95;2,01;0,65
30/04/2025 17:00;2,00;1,98;1,67;1,74;0,38
30/04/2025 18:00;2,58;3,54;1,95;1,76;0,22
30/04/2025 19:00;2,18;2,68;1,64;1,30;0,38
30/04/2025 20:00;2,50;0,54;2,44;1,25;0,46
30/04/2025 21:00;1,73;0,09;2,13;0,75;0,47
30/04/2025 22:00;1,56;-0,23;1,66;0,84;0,51
30/04/2025 23:00;1,45;-0,90;1,53;0,69;0,24
01/05/2025 00:00;1,47;2,71;1,60;0,52;0,66
01/05/2025 01:00;0,00;3,31;0,00;0,53;0,00
01/05/2025 02:00;0,00;3,34;0,00;0,82;0,00
01/05/2025 03:00;0,00;2,98;0,00;0,59;0,00
01/05/2025 04:00;1,57;3,34;1,76;0,65;0,49
01/05/2025 05:00;1,23;3,02;1,81;1,36;0,41
01/05/2025 06:00;1,81;3,38;2,18;1,47;0,57
01/05/2025 07:00;2,36;5,63;2,86;1,79;0,51
01/05/2025 08:00;2,22;4,43;2,84;1,11;0,67
01/05/2025 09:00;2,06;3,25;2,47;1,25;0,34
01/05/2025 10:00;2,28;2,79;2,55;1,39;0,29
01/05/2025 11:00;2,26;3,00;2,35;1,22;0,42
01/05/2025 12:00;2,18;3,41;2,00;1,89;0,38
01/05/2025 13:00;1,90;3,32;2,06;2,60;0,59
01/05/2025 14:00;2,85;4,32;2,55;3,28;0,88
01/05/2025 15:00;2,83;5,24;2,77;4,21;0,68
01/05/2025 16:00;3,23;5,92;2,18;3,76;0,75
01/05/2025 17:00;2,67;6,11;2,45;2,36;0,43
01/05/2025 18:00;2,43;5,14;2,24;2,15;0,56
01/05/2025 19:00;2,42;4,55;1,60;1,73;0,47
01/05/2025 20:00;2,24;4,67;1,95;1,52;0,46
01/05/2025 21:00;1,91;3,77;2,34;2,03;0,48
01/05/2025 22:00;1,95;3,41;2,38;2,92;0,48
01/05/2025 23:00;1,78;1,83;2,14;1,89;0,41
02/05/2025 00:00;1,77;4,35;2,06;1,92;0,35
02/05/2025 01:00;1,79;0,00;2,11;0,00;0,28
02/05/2025 02:00;1,72;0,00;1,97;0,00;0,66
02/05/2025 03:00;1,45;0,00;1,82;0,00;0,74
02/05/2025 04:00;1,74;5,48;1,87;3,55;1,25
02/05/2025 05:00;1,95;6,42;2,11;4,63;1,38
02/05/2025 06:00;2,23;8,11;2,71;3,44;2,39
02/05/2025 07:00;2,39;8,77;2,85;4,52;5,43
02/05/2025 08:00;2,26;4,89;2,51;5,95;4,27
02/05/2025 09:00;2,00;3,54;2,22;4,12;1,71
02/05/2025 10:00;1,85;3,13;2,12;1,67;1,61
02/05/2025 11:00;1,96;3,59;2,35;1,21;1,25
02/05/2025 12:00;1,75;3,58;2,41;1,18;1,19
02/05/2025 13:00;1,96;3,88;2,36;1,56;1,13
02/05/2025 14:00;2,13;3,86;2,02;1,56;0,47
02/05/2025 15:00;1,60;3,61;1,87;1,31;0,64
02/05/2025 16:00;1,64;3,43;1,93;1,27;0,34
02/05/2025 17:00;1,79;2,82;1,82;1,29;0,60
02/05/2025 18:00;2,00;4,86;2,09;1,20;1,31
02/05/2025 19:00;1,87;5,69;2,20;1,53;2,36
02/05/2025 20:00;2,25;4,09;2,13;2,03;1,04
02/05/2025 21:00;1,80;3,74;2,12;5,43;0,97
02/05/2025 22:00;1,88;3,89;2,08;6,09;0,60
02/05/2025 23:00;1,90;2,60;1,96;5,20;0,40
03/05/2025 00:00;1,63;2,74;1,89;2,09;0,22
03/05/2025 01:00;0,00;1,99;0,00;2,13;0,83
03/05/2025 02:00;0,00;2,93;0,00;3,11;0,00
03/05/2025 03:00;0,00;3,31;0,00;2,95;0,00
03/05/2025 04:00;1,49;3,97;1,95;5,06;0,56
03/05/2025 05:00;1,50;4,92;2,20;2,85;1,02
03/05/2025 06:00;1,90;7,00;2,80;5,59;1,49
03/05/2025 07:00;2,59;4,89;3,11;4,09;1,44
03/05/2025 08:00;2,09;3,68;3,09;6,35;1,92
03/05/2025 09:00;2,39;3,09;3,52;7,80;1,94
03/05/2025 10:00;1,67;2,89;2,75;4,96;1,24
03/05/2025 11:00;2,20;3,26;2,99;2,24;1,49
03/05/2025 12:00;2,55;4,09;2,79;2,10;1,40
